,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,continent
0,1872-11-30,Scotland,England,0.0,0.0,Friendly,Glasgow,Scotland,False,Draw,1872,Europe
1,1873-03-08,England,Scotland,4.0,2.0,Friendly,London,England,False,Home,1873,Europe
2,1874-03-07,Scotland,England,2.0,1.0,Friendly,Glasgow,Scotland,False,Home,1874,Europe
3,1875-03-06,England,Scotland,2.0,2.0,Friendly,London,England,False,Draw,1875,Europe
4,1876-03-04,Scotland,England,3.0,0.0,Friendly,Glasgow,Scotland,False,Home,1876,Europe
5,1876-03-25,Scotland,Wales,4.0,0.0,Friendly,Glasgow,Scotland,False,Home,1876,Europe
6,1877-03-03,England,Scotland,1.0,3.0,Friendly,London,England,False,Away,1877,Europe
7,1877-03-05,Wales,Scotland,0.0,2.0,Friendly,Wrexham,Wales,False,Away,1877,Europe
8,1878-03-02,Scotland,England,7.0,2.0,Friendly,Glasgow,Scotland,False,Home,1878,Europe
9,1878-03-23,Scotland,Wales,9.0,0.0,Friendly,Glasgow,Scotland,False,Home,1878,Europe
10,1879-01-18,England,Wales,2.0,1.0,Friendly,London,England,False,Home,1879,Europe
11,1879-04-05,England,Scotland,5.0,4.0,Friendly,London,England,False,Home,1879,Europe
12,1879-04-07,Wales,Scotland,0.0,3.0,Friendly,Wrexham,Wales,False,Away,1879,Europe
13,1880-03-13,Scotland,England,5.0,4.0,Friendly,Glasgow,Scotland,False,Home,1880,Europe
14,1880-03-15,Wales,England,2.0,3.0,Friendly,Wrexham,Wales,False,Away,1880,Europe
15,1880-03-27,Scotland,Wales,5.0,1.0,Friendly,Glasgow,Scotland,False,Home,1880,Europe
16,1881-02-26,England,Wales,0.0,1.0,Friendly,Blackburn,England,False,Away,1881,Europe
17,1881-03-12,England,Scotland,1.0,6.0,Friendly,London,England,False,Away,1881,Europe
18,1881-03-14,Wales,Scotland,1.0,5.0,Friendly,Wrexham,Wales,False,Away,1881,Europe
19,1882-02-18,Northern Ireland,England,0.0,13.0,Friendly,Belfast,Republic of Ireland,False,Away,1882,Europe
20,1882-02-25,Wales,Northern Ireland,7.0,1.0,Friendly,Wrexham,Wales,False,Home,1882,Europe
21,1882-03-11,Scotland,England,5.0,1.0,Friendly,Glasgow,Scotland,False,Home,1882,Europe
22,1882-03-13,Wales,England,5.0,3.0,Friendly,Wrexham,Wales,False,Home,1882,Europe
23,1882-03-25,Scotland,Wales,5.0,0.0,Friendly,Glasgow,Scotland,False,Home,1882,Europe
24,1883-02-03,England,Wales,5.0,0.0,Friendly,London,England,False,Home,1883,Europe
25,1883-02-24,England,Northern Ireland,7.0,0.0,Friendly,Liverpool,England,False,Home,1883,Europe
26,1883-03-10,England,Scotland,2.0,3.0,Friendly,Sheffield,England,False,Away,1883,Europe
27,1883-03-12,Wales,Scotland,0.0,3.0,Friendly,Wrexham,Wales,False,Away,1883,Europe
28,1883-03-17,Northern Ireland,Wales,1.0,1.0,Friendly,Belfast,Republic of Ireland,False,Draw,1883,Europe
29,1884-01-26,Northern Ireland,Scotland,0.0,5.0,British Championship,Belfast,Republic of Ireland,False,Away,1884,Europe
30,1884-02-09,Wales,Northern Ireland,6.0,0.0,British Championship,Wrexham,Wales,False,Home,1884,Europe
31,1884-02-23,Northern Ireland,England,1.0,8.0,British Championship,Belfast,Republic of Ireland,False,Away,1884,Europe
32,1884-03-15,Scotland,England,1.0,0.0,British Championship,Glasgow,Scotland,False,Home,1884,Europe
33,1884-03-17,Wales,England,0.0,4.0,British Championship,Wrexham,Wales,False,Away,1884,Europe
34,1884-03-29,Scotland,Wales,4.0,1.0,British Championship,Glasgow,Scotland,False,Home,1884,Europe
35,1885-02-28,England,Northern Ireland,4.0,0.0,British Championship,Manchester,England,False,Home,1885,Europe
36,1885-03-14,England,Wales,1.0,1.0,British Championship,Blackburn,England,False,Draw,1885,Europe
37,1885-03-14,Scotland,Northern Ireland,8.0,2.0,British Championship,Glasgow,Scotland,False,Home,1885,Europe
38,1885-03-21,England,Scotland,1.0,1.0,British Championship,London,England,False,Draw,1885,Europe
39,1885-03-23,Wales,Scotland,1.0,8.0,British Championship,Wrexham,Wales,False,Away,1885,Europe
40,1885-04-11,Northern Ireland,Wales,2.0,8.0,British Championship,Belfast,Republic of Ireland,False,Away,1885,Europe
41,1885-11-28,USA,Canada,0.0,1.0,Friendly,Newark,USA,False,Away,1885,America
42,1886-02-27,Wales,Northern Ireland,5.0,0.0,British Championship,Wrexham,Wales,False,Home,1886,Europe
43,1886-03-13,Northern Ireland,England,1.0,6.0,British Championship,Belfast,Republic of Ireland,False,Away,1886,Europe
44,1886-03-20,Northern Ireland,Scotland,2.0,7.0,British Championship,Belfast,Republic of Ireland,False,Away,1886,Europe
45,1886-03-27,Scotland,England,1.0,1.0,British Championship,Glasgow,Scotland,False,Draw,1886,Europe
46,1886-03-29,Wales,England,1.0,3.0,British Championship,Wrexham,Wales,False,Away,1886,Europe
47,1886-04-10,Scotland,Wales,4.0,1.0,British Championship,Glasgow,Scotland,False,Home,1886,Europe
48,1886-11-25,USA,Canada,3.0,2.0,Friendly,Newark,USA,False,Home,1886,America
49,1887-02-05,England,Northern Ireland,7.0,0.0,British Championship,Sheffield,England,False,Home,1887,Europe
50,1887-02-19,Scotland,Northern Ireland,4.0,1.0,British Championship,Glasgow,Scotland,False,Home,1887,Europe
51,1887-02-26,England,Wales,4.0,0.0,British Championship,London,England,False,Home,1887,Europe
52,1887-03-12,Northern Ireland,Wales,4.0,1.0,British Championship,Belfast,Republic of Ireland,False,Home,1887,Europe
53,1887-03-19,England,Scotland,2.0,3.0,British Championship,Blackburn,England,False,Away,1887,Europe
54,1887-03-21,Wales,Scotland,0.0,2.0,British Championship,Wrexham,Wales,False,Away,1887,Europe
55,1888-02-04,England,Wales,5.0,1.0,British Championship,Crewe,England,False,Home,1888,Europe
56,1888-03-03,Wales,Northern Ireland,11.0,0.0,British Championship,Wrexham,Wales,False,Home,1888,Europe
57,1888-03-10,Scotland,Wales,5.0,1.0,British Championship,Edinburgh,Scotland,False,Home,1888,Europe
58,1888-03-17,Scotland,England,0.0,5.0,British Championship,Glasgow,Scotland,False,Away,1888,Europe
59,1888-03-24,Northern Ireland,Scotland,2.0,10.0,British Championship,Belfast,Republic of Ireland,False,Away,1888,Europe
60,1888-04-07,Northern Ireland,England,1.0,5.0,British Championship,Belfast,Republic of Ireland,False,Away,1888,Europe
61,1888-09-19,Scotland,Canada,4.0,0.0,Friendly,Glasgow,Scotland,False,Home,1888,Europe
62,1889-02-23,England,Wales,4.0,1.0,British Championship,Stoke-on-Trent,England,False,Home,1889,Europe
63,1889-03-02,England,Northern Ireland,6.0,1.0,British Championship,Liverpool,England,False,Home,1889,Europe
64,1889-03-09,Scotland,Northern Ireland,7.0,0.0,British Championship,Glasgow,Scotland,False,Home,1889,Europe
65,1889-04-13,England,Scotland,2.0,3.0,British Championship,London,England,False,Away,1889,Europe
66,1889-04-15,Wales,Scotland,0.0,0.0,British Championship,Wrexham,Wales,False,Draw,1889,Europe
67,1889-04-27,Northern Ireland,Wales,1.0,3.0,British Championship,Belfast,Republic of Ireland,False,Away,1889,Europe
68,1890-02-08,Wales,Northern Ireland,5.0,2.0,British Championship,Shrewsbury,England,True,Home,1890,Europe
69,1890-03-15,Northern Ireland,England,1.0,9.0,British Championship,Belfast,Republic of Ireland,False,Away,1890,Europe
70,1890-03-15,Wales,England,1.0,3.0,British Championship,Wrexham,Wales,False,Away,1890,Europe
71,1890-03-22,Scotland,Wales,5.0,0.0,British Championship,Paisley,Scotland,False,Home,1890,Europe
72,1890-03-29,Northern Ireland,Scotland,1.0,4.0,British Championship,Belfast,Republic of Ireland,False,Away,1890,Europe
73,1890-04-05,Scotland,England,1.0,1.0,British Championship,Glasgow,Scotland,False,Draw,1890,Europe
74,1891-02-07,Northern Ireland,Wales,7.0,2.0,British Championship,Belfast,Republic of Ireland,False,Home,1891,Europe
75,1891-03-07,England,Wales,4.0,1.0,British Championship,Sunderland,England,False,Home,1891,Europe
76,1891-03-07,England,Northern Ireland,6.0,1.0,British Championship,Wolverhampton,England,False,Home,1891,Europe
77,1891-03-21,Wales,Scotland,3.0,4.0,British Championship,Wrexham,Wales,False,Away,1891,Europe
78,1891-03-28,Scotland,Northern Ireland,2.0,1.0,British Championship,Glasgow,Scotland,False,Home,1891,Europe
79,1891-04-06,England,Scotland,2.0,1.0,British Championship,Blackburn,England,False,Home,1891,Europe
80,1892-02-27,Wales,Northern Ireland,1.0,1.0,British Championship,Bangor,Wales,False,Draw,1892,Europe
81,1892-03-05,Northern Ireland,England,0.0,2.0,British Championship,Belfast,Republic of Ireland,False,Away,1892,Europe
82,1892-03-05,Wales,England,0.0,2.0,British Championship,Wrexham,Wales,False,Away,1892,Europe
83,1892-03-19,Northern Ireland,Scotland,2.0,3.0,British Championship,Belfast,Republic of Ireland,False,Away,1892,Europe
84,1892-03-26,Scotland,Wales,6.0,1.0,British Championship,Edinburgh,Scotland,False,Home,1892,Europe
85,1892-04-02,Scotland,England,1.0,4.0,British Championship,Glasgow,Scotland,False,Away,1892,Europe
86,1893-02-25,England,Northern Ireland,6.0,1.0,British Championship,Birmingham,England,False,Home,1893,Europe
87,1893-03-13,England,Wales,6.0,0.0,British Championship,Stoke-on-Trent,England,False,Home,1893,Europe
88,1893-03-18,Wales,Scotland,0.0,8.0,British Championship,Wrexham,Wales,False,Away,1893,Europe
89,1893-03-25,Scotland,Northern Ireland,6.0,1.0,British Championship,Glasgow,Scotland,False,Home,1893,Europe
90,1893-04-01,England,Scotland,5.0,2.0,British Championship,Richmond,England,False,Home,1893,Europe
91,1894-02-24,Wales,Northern Ireland,4.0,1.0,British Championship,Swansea,Wales,False,Home,1894,Europe
92,1894-03-03,Northern Ireland,England,2.0,2.0,British Championship,Belfast,Republic of Ireland,False,Draw,1894,Europe
93,1894-03-12,Wales,England,1.0,5.0,British Championship,Wrexham,Wales,False,Away,1894,Europe
94,1894-03-24,Scotland,Wales,5.0,2.0,British Championship,Kilmarnock,Scotland,False,Home,1894,Europe
95,1894-03-31,Northern Ireland,Scotland,1.0,2.0,British Championship,Belfast,Republic of Ireland,False,Away,1894,Europe
96,1894-04-07,Scotland,England,2.0,2.0,British Championship,Glasgow,Scotland,False,Draw,1894,Europe
97,1895-03-09,England,Northern Ireland,9.0,0.0,British Championship,Derby,England,False,Home,1895,Europe
98,1895-03-16,Northern Ireland,Wales,2.0,2.0,British Championship,Belfast,Republic of Ireland,False,Draw,1895,Europe
99,1895-03-18,England,Wales,1.0,1.0,British Championship,London,England,False,Draw,1895,Europe
100,1895-03-23,Wales,Scotland,2.0,2.0,British Championship,Wrexham,Wales,False,Draw,1895,Europe
101,1895-03-30,Scotland,Northern Ireland,3.0,1.0,British Championship,Glasgow,Scotland,False,Home,1895,Europe
102,1895-04-06,England,Scotland,3.0,0.0,British Championship,Liverpool,England,False,Home,1895,Europe
103,1896-02-29,Wales,Northern Ireland,6.0,1.0,British Championship,Wrexham,Wales,False,Home,1896,Europe
104,1896-03-07,Northern Ireland,England,0.0,2.0,British Championship,Belfast,Republic of Ireland,False,Away,1896,Europe
105,1896-03-16,Wales,England,1.0,9.0,British Championship,Cardiff,Wales,False,Away,1896,Europe
106,1896-03-21,Scotland,Wales,4.0,0.0,British Championship,Dundee,Scotland,False,Home,1896,Europe
107,1896-03-28,Northern Ireland,Scotland,3.0,3.0,British Championship,Belfast,Republic of Ireland,False,Draw,1896,Europe
108,1896-04-04,Scotland,England,2.0,1.0,British Championship,Glasgow,Scotland,False,Home,1896,Europe
109,1897-02-20,England,Northern Ireland,6.0,0.0,British Championship,Nottingham,England,False,Home,1897,Europe
110,1897-03-06,Northern Ireland,Wales,4.0,3.0,British Championship,Belfast,Republic of Ireland,False,Home,1897,Europe
111,1897-03-20,Wales,Scotland,2.0,2.0,British Championship,Wrexham,Wales,False,Draw,1897,Europe
112,1897-03-27,Scotland,Northern Ireland,5.0,1.0,British Championship,Glasgow,Scotland,False,Home,1897,Europe
113,1897-03-29,England,Wales,4.0,0.0,British Championship,Sheffield,England,False,Home,1897,Europe
114,1897-04-03,England,Scotland,1.0,2.0,British Championship,London,England,False,Away,1897,Europe
115,1898-02-19,Wales,Northern Ireland,0.0,1.0,British Championship,Llandudno,Wales,False,Away,1898,Europe
116,1898-03-05,Northern Ireland,England,2.0,3.0,British Championship,Belfast,Republic of Ireland,False,Away,1898,Europe
117,1898-03-19,Scotland,Wales,5.0,2.0,British Championship,Motherwell,Scotland,False,Home,1898,Europe
118,1898-03-26,Northern Ireland,Scotland,0.0,3.0,British Championship,Belfast,Republic of Ireland,False,Away,1898,Europe
119,1898-03-28,Wales,England,0.0,3.0,British Championship,Wrexham,Wales,False,Away,1898,Europe
120,1898-04-02,Scotland,England,1.0,3.0,British Championship,Glasgow,Scotland,False,Away,1898,Europe
121,1899-02-18,England,Northern Ireland,13.0,2.0,British Championship,Sunderland,England,False,Home,1899,Europe
122,1899-03-04,Northern Ireland,Wales,1.0,0.0,British Championship,Belfast,Republic of Ireland,False,Home,1899,Europe
123,1899-03-18,Wales,Scotland,0.0,6.0,British Championship,Wrexham,Wales,False,Away,1899,Europe
124,1899-03-20,England,Wales,4.0,0.0,British Championship,Bristol,England,False,Home,1899,Europe
125,1899-03-25,Scotland,Northern Ireland,9.0,1.0,British Championship,Glasgow,Scotland,False,Home,1899,Europe
126,1899-04-08,England,Scotland,2.0,1.0,British Championship,Birmingham,England,False,Home,1899,Europe
127,1900-02-03,Scotland,Wales,5.0,2.0,British Championship,Aberdeen,Scotland,False,Home,1900,Europe
128,1900-02-24,Wales,Northern Ireland,2.0,0.0,British Championship,Llandudno,Wales,False,Home,1900,Europe
129,1900-03-03,Northern Ireland,Scotland,0.0,3.0,British Championship,Belfast,Republic of Ireland,False,Away,1900,Europe
130,1900-03-17,Northern Ireland,England,0.0,2.0,British Championship,Dublin,Republic of Ireland,False,Away,1900,Europe
131,1900-03-26,Wales,England,1.0,1.0,British Championship,Cardiff,Wales,False,Draw,1900,Europe
132,1900-04-07,Scotland,England,4.0,1.0,British Championship,Glasgow,Scotland,False,Home,1900,Europe
133,1901-02-23,Scotland,Northern Ireland,11.0,0.0,British Championship,Glasgow,Scotland,False,Home,1901,Europe
134,1901-03-02,Wales,Scotland,1.0,1.0,British Championship,Wrexham,Wales,False,Draw,1901,Europe
135,1901-03-09,England,Northern Ireland,3.0,0.0,British Championship,Southampton,England,False,Home,1901,Europe
136,1901-03-18,England,Wales,6.0,0.0,British Championship,Newcastle,England,False,Home,1901,Europe
137,1901-03-23,Northern Ireland,Wales,0.0,1.0,British Championship,Belfast,Republic of Ireland,False,Away,1901,Europe
138,1901-03-30,England,Scotland,2.0,2.0,British Championship,London,England,False,Draw,1901,Europe
139,1902-02-22,Wales,Northern Ireland,0.0,3.0,British Championship,Cardiff,Wales,False,Away,1902,Europe
140,1902-03-01,Northern Ireland,Scotland,1.0,5.0,British Championship,Belfast,Republic of Ireland,False,Away,1902,Europe
141,1902-03-03,Wales,England,0.0,0.0,British Championship,Wrexham,Wales,False,Draw,1902,Europe
142,1902-03-15,Scotland,Wales,5.0,1.0,British Championship,Greenock,Scotland,False,Home,1902,Europe
143,1902-03-22,Northern Ireland,England,0.0,1.0,British Championship,Belfast,Republic of Ireland,False,Away,1902,Europe
144,1902-05-03,England,Scotland,2.0,2.0,British Championship,Birmingham,England,False,Draw,1902,Europe
145,1902-07-20,Uruguay,Argentina,0.0,6.0,Friendly,Montevideo,Uruguay,False,Away,1902,America
146,1902-10-12,Austria,Hungary,5.0,0.0,Friendly,Vienna,Austria,False,Home,1902,Europe
147,1903-02-14,England,Northern Ireland,4.0,0.0,British Championship,Wolverhampton,England,False,Home,1903,Europe
148,1903-03-02,England,Wales,2.0,1.0,British Championship,Portsmouth,England,False,Home,1903,Europe
149,1903-03-09,Wales,Scotland,0.0,1.0,British Championship,Cardiff,Wales,False,Away,1903,Europe
150,1903-03-21,Scotland,Northern Ireland,0.0,2.0,British Championship,Glasgow,Scotland,False,Away,1903,Europe
151,1903-03-28,Northern Ireland,Wales,2.0,0.0,British Championship,Belfast,Republic of Ireland,False,Home,1903,Europe
152,1903-04-04,England,Scotland,1.0,2.0,British Championship,Sheffield,England,False,Away,1903,Europe
153,1903-04-05,Hungary,Czechoslovakia,2.0,1.0,Friendly,Budapest,Hungary,False,Home,1903,Europe
154,1903-06-11,Hungary,Austria,3.0,2.0,Friendly,Budapest,Hungary,False,Home,1903,Europe
155,1903-09-13,Argentina,Uruguay,2.0,3.0,Friendly,Buenos Aires,Argentina,False,Away,1903,America
156,1903-10-11,Austria,Hungary,4.0,2.0,Friendly,Vienna,Austria,False,Home,1903,Europe
157,1904-02-29,Wales,England,2.0,2.0,British Championship,Wrexham,Wales,False,Draw,1904,Europe
158,1904-03-12,Northern Ireland,England,1.0,3.0,British Championship,Belfast,Republic of Ireland,False,Away,1904,Europe
159,1904-03-12,Scotland,Wales,1.0,1.0,British Championship,Dundee,Scotland,False,Draw,1904,Europe
160,1904-03-21,Wales,Northern Ireland,0.0,1.0,British Championship,Bangor,Wales,False,Away,1904,Europe
161,1904-03-26,Northern Ireland,Scotland,1.0,1.0,British Championship,Dublin,Republic of Ireland,False,Draw,1904,Europe
162,1904-04-09,Scotland,England,0.0,1.0,British Championship,Glasgow,Scotland,False,Away,1904,Europe
163,1904-05-01,Belgium,France,3.0,3.0,Friendly,Brussels,Belgium,False,Draw,1904,Europe
164,1904-06-02,Hungary,Austria,3.0,0.0,Friendly,Budapest,Hungary,False,Home,1904,Europe
165,1904-10-09,Austria,Hungary,5.0,4.0,Friendly,Vienna,Austria,False,Home,1904,Europe
166,1905-02-12,France,Switzerland,1.0,0.0,Friendly,Paris,France,False,Home,1905,Europe
167,1905-02-25,England,Northern Ireland,1.0,1.0,British Championship,Middlesbrough,England,False,Draw,1905,Europe
168,1905-03-06,Wales,Scotland,3.0,1.0,British Championship,Wrexham,Wales,False,Home,1905,Europe
169,1905-03-18,Scotland,Northern Ireland,4.0,0.0,British Championship,Glasgow,Scotland,False,Home,1905,Europe
170,1905-03-27,England,Wales,3.0,1.0,British Championship,Liverpool,England,False,Home,1905,Europe
171,1905-04-01,England,Scotland,1.0,0.0,British Championship,London,England,False,Home,1905,Europe
172,1905-04-08,Northern Ireland,Wales,2.0,2.0,British Championship,Belfast,Republic of Ireland,False,Draw,1905,Europe
173,1905-04-09,Hungary,Austria,0.0,0.0,Friendly,Budapest,Hungary,False,Draw,1905,Europe
174,1905-04-30,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,False,Away,1905,Europe
175,1905-05-07,Belgium,France,7.0,0.0,Friendly,Brussels,Belgium,False,Home,1905,Europe
176,1905-05-14,Netherlands,Belgium,4.0,0.0,Friendly,Rotterdam,Netherlands,False,Home,1905,Europe
177,1905-08-15,Argentina,Uruguay,0.0,0.0,Copa Lipton,Buenos Aires,Argentina,False,Draw,1905,America
178,1906-02-17,Northern Ireland,England,0.0,5.0,British Championship,Belfast,Republic of Ireland,False,Away,1906,Europe
179,1906-03-03,Scotland,Wales,0.0,2.0,British Championship,Edinburgh,Scotland,False,Away,1906,Europe
180,1906-03-17,Northern Ireland,Scotland,0.0,1.0,British Championship,Dublin,Republic of Ireland,False,Away,1906,Europe
181,1906-03-19,Wales,England,0.0,1.0,British Championship,Cardiff,Wales,False,Away,1906,Europe
182,1906-04-01,Hungary,Czechoslovakia,1.0,1.0,Friendly,Budapest,Hungary,False,Draw,1906,Europe
183,1906-04-02,Wales,Northern Ireland,4.0,4.0,British Championship,Wrexham,Wales,False,Draw,1906,Europe
184,1906-04-07,Scotland,England,2.0,1.0,British Championship,Glasgow,Scotland,False,Home,1906,Europe
185,1906-04-22,France,Belgium,0.0,5.0,Friendly,Saint-Cloud,France,False,Away,1906,Europe
186,1906-04-29,Belgium,Netherlands,5.0,0.0,Friendly,Antwerp,Belgium,False,Home,1906,Europe
187,1906-05-13,Netherlands,Belgium,2.0,3.0,Friendly,Rotterdam,Netherlands,False,Away,1906,Europe
188,1906-08-15,Uruguay,Argentina,0.0,2.0,Copa Lipton,Montevideo,Uruguay,False,Away,1906,America
189,1906-10-07,Czechoslovakia,Hungary,4.0,4.0,Friendly,Prague,Bohemia,False,Draw,1906,Europe
190,1906-10-21,Argentina,Uruguay,2.0,1.0,Copa Newton,Buenos Aires,Argentina,False,Home,1906,America
191,1906-11-04,Hungary,Austria,3.0,1.0,Friendly,Budapest,Hungary,False,Home,1906,Europe
192,1907-02-16,England,Northern Ireland,1.0,0.0,British Championship,Liverpool,England,False,Home,1907,Europe
193,1907-02-23,Northern Ireland,Wales,2.0,3.0,British Championship,Belfast,Republic of Ireland,False,Away,1907,Europe
194,1907-03-04,Wales,Scotland,1.0,0.0,British Championship,Wrexham,Wales,False,Home,1907,Europe
195,1907-03-16,Scotland,Northern Ireland,3.0,0.0,British Championship,Glasgow,Scotland,False,Home,1907,Europe
196,1907-03-18,England,Wales,1.0,1.0,British Championship,London,England,False,Draw,1907,Europe
197,1907-04-06,England,Scotland,1.0,1.0,British Championship,Newcastle,England,False,Draw,1907,Europe
198,1907-04-07,Hungary,Czechoslovakia,5.0,2.0,Friendly,Budapest,Hungary,False,Home,1907,Europe
199,1907-04-14,Belgium,Netherlands,1.0,3.0,Friendly,Antwerp,Belgium,False,Away,1907,Europe
200,1907-04-21,Belgium,France,1.0,2.0,Friendly,Brussels,Belgium,False,Away,1907,Europe
201,1907-05-05,Austria,Hungary,3.0,1.0,Friendly,Vienna,Austria,False,Home,1907,Europe
202,1907-05-09,Netherlands,Belgium,1.0,2.0,Friendly,Haarlem,Netherlands,False,Away,1907,Europe
203,1907-10-06,Czechoslovakia,Hungary,5.0,3.0,Friendly,Prague,Bohemia,False,Home,1907,Europe
204,1907-11-03,Hungary,Austria,4.0,1.0,Friendly,Budapest,Hungary,False,Home,1907,Europe
205,1908-02-15,Northern Ireland,England,1.0,3.0,British Championship,Belfast,Republic of Ireland,False,Away,1908,Europe
206,1908-03-07,Scotland,Wales,2.0,1.0,British Championship,Dundee,Scotland,False,Home,1908,Europe
207,1908-03-08,Switzerland,France,1.0,2.0,Friendly,Geneva,Switzerland,False,Away,1908,Europe
208,1908-03-14,Northern Ireland,Scotland,0.0,5.0,British Championship,Dublin,Republic of Ireland,False,Away,1908,Europe
209,1908-03-16,Wales,England,1.0,7.0,British Championship,Wrexham,Wales,False,Away,1908,Europe
210,1908-03-29,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,False,Away,1908,Europe
211,1908-04-04,Scotland,England,1.0,1.0,British Championship,Glasgow,Scotland,False,Draw,1908,Europe
212,1908-04-05,Hungary,Czechoslovakia,5.0,2.0,Friendly,Budapest,Hungary,False,Home,1908,Europe
213,1908-04-05,Switzerland,Germany,5.0,3.0,Friendly,Basel,Switzerland,False,Home,1908,Europe
214,1908-04-11,Wales,Northern Ireland,0.0,1.0,British Championship,Aberdare,Wales,False,Away,1908,Europe
215,1908-04-12,France,Belgium,1.0,2.0,Friendly,Colombes,France,False,Away,1908,Europe
216,1908-04-26,Netherlands,Belgium,3.0,1.0,Friendly,Rotterdam,Netherlands,False,Home,1908,Europe
217,1908-05-03,Austria,Hungary,4.0,0.0,Friendly,Vienna,Austria,False,Home,1908,Europe
218,1908-05-10,Netherlands,France,4.0,1.0,Friendly,Rotterdam,Netherlands,False,Home,1908,Europe
219,1908-06-06,Austria,England,1.0,6.0,Friendly,Vienna,Austria,False,Away,1908,Europe
220,1908-06-07,Austria,Germany,3.0,2.0,Friendly,Vienna,Austria,False,Home,1908,Europe
221,1908-06-08,Austria,England,1.0,11.0,Friendly,Vienna,Austria,False,Away,1908,Europe
222,1908-06-10,Hungary,England,0.0,7.0,Friendly,Budapest,Hungary,False,Away,1908,Europe
223,1908-06-13,Czechoslovakia,England,0.0,4.0,Friendly,Prague,Bohemia,False,Away,1908,Europe
224,1908-07-12,Sweden,Norway,11.0,3.0,Friendly,Gothenburg,Sweden,False,Home,1908,Europe
225,1908-08-15,Uruguay,Argentina,2.0,2.0,Copa Lipton,Montevideo,Uruguay,False,Draw,1908,America
226,1908-09-13,Argentina,Uruguay,2.0,1.0,Copa Newton,Buenos Aires,Argentina,False,Home,1908,America
227,1908-10-04,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Away,1908,America
228,1908-10-25,Netherlands,Sweden,5.0,3.0,Friendly,The Hague,Netherlands,False,Home,1908,Europe
229,1908-10-26,Belgium,Sweden,2.0,1.0,Friendly,Brussels,Belgium,False,Home,1908,Europe
230,1908-11-01,Hungary,Austria,5.0,3.0,Friendly,Budapest,Hungary,False,Home,1908,Europe
231,1909-02-13,England,Northern Ireland,4.0,0.0,British Championship,Bradford,England,False,Home,1909,Europe
232,1909-03-01,Wales,Scotland,3.0,2.0,British Championship,Wrexham,Wales,False,Home,1909,Europe
233,1909-03-15,England,Wales,2.0,0.0,British Championship,Nottingham,England,False,Home,1909,Europe
234,1909-03-15,Scotland,Northern Ireland,5.0,0.0,British Championship,Glasgow,Scotland,False,Home,1909,Europe
235,1909-03-20,Northern Ireland,Wales,2.0,3.0,British Championship,Belfast,Republic of Ireland,False,Away,1909,Europe
236,1909-03-21,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,False,Away,1909,Europe
237,1909-04-03,England,Scotland,2.0,0.0,British Championship,London,England,False,Home,1909,Europe
238,1909-04-04,Germany,Switzerland,1.0,0.0,Friendly,Karlsruhe,Germany,False,Home,1909,Europe
239,1909-04-04,Hungary,Germany,3.0,3.0,Friendly,Budapest,Hungary,False,Draw,1909,Europe
240,1909-04-25,Netherlands,Belgium,4.0,1.0,Friendly,Rotterdam,Netherlands,False,Home,1909,Europe
241,1909-05-02,Austria,Hungary,3.0,4.0,Friendly,Vienna,Austria,False,Away,1909,Europe
242,1909-05-09,Belgium,France,5.0,2.0,Friendly,Brussels,Belgium,False,Home,1909,Europe
243,1909-05-29,Hungary,England,2.0,4.0,Friendly,Budapest,Hungary,False,Away,1909,Europe
244,1909-05-30,Hungary,Austria,1.0,1.0,Friendly,Budapest,Hungary,False,Draw,1909,Europe
245,1909-05-31,Hungary,England,2.0,8.0,Friendly,Budapest,Hungary,False,Away,1909,Europe
246,1909-06-01,Austria,England,1.0,8.0,Friendly,Vienna,Austria,False,Away,1909,Europe
247,1909-08-15,Argentina,Uruguay,2.0,1.0,Copa Lipton,Buenos Aires,Argentina,False,Home,1909,America
248,1909-09-19,Uruguay,Argentina,2.0,2.0,Copa Newton,Montevideo,Uruguay,False,Draw,1909,America
249,1909-10-10,Argentina,Uruguay,3.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Home,1909,America
250,1909-11-07,Hungary,Austria,2.0,2.0,Friendly,Budapest,Hungary,False,Draw,1909,Europe
251,1910-02-12,Northern Ireland,England,1.0,1.0,British Championship,Belfast,Republic of Ireland,False,Draw,1910,Europe
252,1910-03-05,Scotland,Wales,1.0,0.0,British Championship,Kilmarnock,Scotland,False,Home,1910,Europe
253,1910-03-13,Belgium,Netherlands,3.0,2.0,Friendly,Antwerp,Belgium,False,Home,1910,Europe
254,1910-03-14,Wales,England,0.0,1.0,British Championship,Cardiff,Wales,False,Away,1910,Europe
255,1910-03-19,Northern Ireland,Scotland,1.0,0.0,British Championship,Belfast,Republic of Ireland,False,Home,1910,Europe
256,1910-04-02,Scotland,England,2.0,0.0,British Championship,Glasgow,Scotland,False,Home,1910,Europe
257,1910-04-03,France,Belgium,0.0,4.0,Friendly,Gentilly,France,False,Away,1910,Europe
